Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loading Abp modules... | AbpModuleManager.LoadAllModules => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Found 17 ABP modules in total. | AbpModuleManager.LoadAllModules => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.web.App_Start.WebModule, com.cpp.calypso.web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.comun.entityframework.ComunEntityFrameworkModule, com.cpp.calypso.comun.entityframework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.comun.dominio.ComunDominioModule, com.cpp.calypso.comun.dominio, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.AbpKernelModule, Abp, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.framework.FrameworkModule, com.cpp.calypso.framework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.seguridad.entityframework.SeguridadEntityFrameworkModule, com.cpp.calypso.entityframework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.proyecto.entityframework.ProyectoEntityFrameworkModule, com.cpp.calypso.proyecto.entityframework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.comun.aplicacion.ComunAplicacionModule, com.cpp.calypso.comun.aplicacion, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.seguridad.aplicacion.SeguridadAplicacionModule, com.cpp.calypso.seguridad.aplicacion, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.proyecto.aplicacion.ProyectoAplicacionModule, com.cpp.calypso.proyecto.aplicacion, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:40:3840 | 1 | Abp.Modules.AbpModuleManager             | 17 modules loaded. | AbpModuleManager.LoadAllModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:41:3841 | 1 | Abp.EntityFramework.AbpEntityFrameworkModule | Registering DbContext: com.cpp.calypso.web.PrincipalDbContext, com.cpp.calypso.web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpEntityFrameworkModule.RegisterGenericRepositoriesAndMatchDbContexes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:45:3845 | 1 | Abp.Localization.LocalizationManager     | Initializing 2 localization sources. | LocalizationManager.InitializeSources => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:45:3845 | 1 | Abp.Localization.LocalizationManager     | Initialized localization source: Abp | LocalizationManager.InitializeSources => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:45:3845 | 1 | Abp.Localization.LocalizationManager     | Initialized localization source: AbpWeb | LocalizationManager.InitializeSources => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:45:3845 | 1 | Abp.BackgroundJobs.BackgroundJobManager  | Start background worker: Abp.BackgroundJobs.BackgroundJobManager | BackgroundWorkerBase.Start => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:45:3845 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | Found 11 classes define auto mapping attributes | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 14/06/2018 21:38:45:3845 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.ModuloFuncionalidDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:45:3845 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.MyUsuarioDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 14/06/2018 21:38:45:3845 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.CrearUsuarioDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
